Supplementary Table 1. Isolates used in the study,,,,,,,
,,,,,,,
Name of isolate (tree name),Laboratory number,Accession number,Year of isolation,Continent,Region within continent,Country,Source
10209_5_62_LaoUI54_2000,UI54,ERR340816,2000,Asia,Southeast Asia,Laos,Blood
10396_8_20_LaoUI3257_2003,UI 3257,ERR352253,2003,Asia,Southeast Asia,Laos,Blood
10592_2_56_LaoE02-1963_2002,E02-1963  ,ERR360504,2002,Asia,Southeast Asia,Laos,Blood
10492_1_1_LebMDUST106_2006,MDUST106,ERR352254,2006,Asia,Western Asia,Lebanon,Blood
10492_1_36_LebMDUST231_2010,MDUST231,ERR352289,2010,Asia,Western Asia,Lebanon,Blood
10493_1_3_LebMDUST113_2009,MDUST113,ERR352428,2009,Asia,Western Asia,Lebanon,Blood
10562_2_23_LebMDUST218_2011,MDUST218,ERR357778,2011,Asia,Western Asia,Lebanon,Blood
10593_2_78_LebE01-7006_2001,E01-7006  ,ERR360691,2001,Asia,Western Asia,Lebanon,Not provided
10493_1_85_LebMDUST407_2007,MDUST407,ERR352510,2007,Asia,Western Asia,Lebanon,Stool
10541_2_19_LebMDUST219_2011,MDUST219,ERR352952,2011,Asia,Western Asia,Lebanon,Stool
10493_1_8_MalayMDUST126_2010,MDUST126,ERR352433,2010,Asia,Southeast Asia,Malaysia,Blood
10492_1_7_MalayMDUST130_2011,MDUST130,ERR352260,2011,Asia,Southeast Asia,Malaysia,Stool
10349_1_69_Nep114000_2011,ERL114000,ERR343317,2011,Asia,South Asia,Nepal,Blood
10425_1_2_Nepnp69_2011,np69,ERR349332,2011,Asia,South Asia,Nepal,Blood
10425_1_3_Nepnp74_2011,np74,ERR349333,2011,Asia,South Asia,Nepal,Blood
10425_1_5_Nepnp45_2011,np45,ERR349335,2011,Asia,South Asia,Nepal,Blood
10425_1_6_Nepnp80_2011,np80,ERR349336,2011,Asia,South Asia,Nepal,Blood
10425_1_9_Nepnp27_2011,np27,ERR349339,2011,Asia,South Asia,Nepal,Blood
10426_1_6_Nepnp61_2011,np61,ERR349528,2011,Asia,South Asia,Nepal,Blood
10541_2_28_NepMDUST294_2010,MDUST294,ERR357453,2010,Asia,South Asia,Nepal,Blood
10561_2_1_Nepnp4_2011,np4,ERR357576,2011,Asia,South Asia,Nepal,Blood
10561_2_2_Nepnp41_2011,np41,ERR357577,2011,Asia,South Asia,Nepal,Blood
10561_2_3_Nepnp94_2011,np94,ERR357578,2011,Asia,South Asia,Nepal,Blood
10561_2_8_Nepnp5_2011,np5,ERR357583,2011,Asia,South Asia,Nepal,Blood
10561_2_9_Nepnp43_2011,np43,ERR357584,2011,Asia,South Asia,Nepal,Blood
10561_2_10_Nepnp95_2011,np95,ERR357585,2011,Asia,South Asia,Nepal,Blood
10561_2_12_Nepnp8_2011,np8,ERR357587,2011,Asia,South Asia,Nepal,Blood
10561_2_13_Nepnp44_2011,np44,ERR357588,2011,Asia,South Asia,Nepal,Blood
10561_2_14_Nepnp75_2011,np75,ERR357589,2011,Asia,South Asia,Nepal,Blood
10561_2_15_Nepnp97_2011,np97,ERR357590,2011,Asia,South Asia,Nepal,Blood
10561_2_19_Nepnp11_2011,np11,ERR357594,2011,Asia,South Asia,Nepal,Blood
10561_2_20_Nepnp99_2011,np99,ERR357595,2011,Asia,South Asia,Nepal,Blood
10561_2_25_Nepnp12_2011,np12,ERR357600,2011,Asia,South Asia,Nepal,Blood
10561_2_26_Nepnp49_2011,np49,ERR357601,2011,Asia,South Asia,Nepal,Blood
10561_2_27_Nepnp81_2011,np81,ERR357602,2011,Asia,South Asia,Nepal,Blood
10561_2_28_Nepnp101_2011,np101,ERR357603,2011,Asia,South Asia,Nepal,Blood
10561_2_31_Nepnp13_2011,np13,ERR357606,2011,Asia,South Asia,Nepal,Blood
10561_2_32_Nepnp50_2011,np50,ERR357607,2011,Asia,South Asia,Nepal,Blood
10561_2_33_Nepnp83_2011,np83,ERR357608,2011,Asia,South Asia,Nepal,Blood
10561_2_34_Nepnp103_2011,np103,ERR357609,2011,Asia,South Asia,Nepal,Blood
10561_2_37_Nepnp16_2011,np16,ERR357612,2011,Asia,South Asia,Nepal,Blood
10561_2_38_Nepnp51_2011,np51,ERR357613,2011,Asia,South Asia,Nepal,Blood
10561_2_39_Nepnp87_2011,np87,ERR357614,2011,Asia,South Asia,Nepal,Blood
10561_2_44_Nepnp22_2011,np22,ERR357619,2011,Asia,South Asia,Nepal,Blood
10561_2_45_Nepnp57_2011,np57,ERR357620,2011,Asia,South Asia,Nepal,Blood
10561_2_46_Nepnp88_2011,np88,ERR357621,2011,Asia,South Asia,Nepal,Blood
10561_2_50_Nepnp60_2011,np60,ERR357625,2011,Asia,South Asia,Nepal,Blood
10561_2_51_Nepnp89_2011,np89,ERR357626,2011,Asia,South Asia,Nepal,Blood
10561_2_53_Nepnp31_2011,np31,ERR357628,2011,Asia,South Asia,Nepal,Blood
10561_2_54_Nepnp90_2011,np90,ERR357629,2011,Asia,South Asia,Nepal,Blood
10561_2_57_Nepnp39_2011,np39,ERR357632,2011,Asia,South Asia,Nepal,Blood
10561_2_58_Nepnp65_2011,np65,ERR357633,2011,Asia,South Asia,Nepal,Blood
10561_2_59_Nepnp92_2011,np92,ERR357634,2011,Asia,South Asia,Nepal,Blood
10561_2_62_Nepnp40_2011,np40,ERR357637,2011,Asia,South Asia,Nepal,Blood
10561_2_63_Nepnp67_2011,np67,ERR357638,2011,Asia,South Asia,Nepal,Blood
10561_2_64_Nepnp93_2011,np93,ERR357639,2011,Asia,South Asia,Nepal,Blood
10592_2_62_NepE99-8635_1999,E99-8635  ,ERR360510,1999,Asia,South Asia,Nepal,Blood
10492_1_38_NepMDUST237_2010,MDUST237,ERR352291,2010,Asia,South Asia,Nepal,Stool
10492_1_85_NepMDUST412_2011,MDUST412,ERR352338,2011,Asia,South Asia,Nepal,Stool
10493_1_20_NepMDUST157_2012,MDUST157,ERR352445,2012,Asia,South Asia,Nepal,Stool
10492_1_54_PakMDUST269_2011,MDUST269,ERR352307,2011,Asia,South Asia,Pakistan,Blood
10492_1_86_PakMDUST418_2011,MDUST418,ERR352339,2011,Asia,South Asia,Pakistan,Blood
10493_1_19_PakMDUST156_2012,MDUST156,ERR352444,2012,Asia,South Asia,Pakistan,Blood
10493_1_27_PakMDUST175_2011,MDUST175,ERR352452,2011,Asia,South Asia,Pakistan,Blood
10493_1_38_PakMDUST207_2010,MDUST207,ERR352463,2010,Asia,South Asia,Pakistan,Blood
10562_2_33_PakMDUST251_2010,MDUST251,ERR357788,2010,Asia,South Asia,Pakistan,Blood
10592_2_1_Pak820_2003,820,ERR360449,2003,Asia,South Asia,Pakistan,Blood
10592_2_2_Pak5504_2003,5504,ERR360450,2003,Asia,South Asia,Pakistan,Blood
10592_2_3_Pak3657_2003,3657,ERR360451,2003,Asia,South Asia,Pakistan,Blood
10592_2_4_Pak1093_2003,1093,ERR360452,2003,Asia,South Asia,Pakistan,Blood
10592_2_5_Pak17311_2003,17311,ERR360453,2003,Asia,South Asia,Pakistan,Blood
10592_2_6_Pak18763_2003,18763,ERR360454,2003,Asia,South Asia,Pakistan,Blood
10592_2_7_Pak3802_2003,3802,ERR360455,2003,Asia,South Asia,Pakistan,Blood
10592_2_8_Pak16637_2003,16637,ERR360456,2003,Asia,South Asia,Pakistan,Blood
10592_2_9_Pak3723_2003,3723,ERR360457,2003,Asia,South Asia,Pakistan,Blood
10592_2_10_Pak3484_2003,3484,ERR360458,2003,Asia,South Asia,Pakistan,Blood
10592_2_11_Pak16599_2003,16599,ERR360459,2003,Asia,South Asia,Pakistan,Blood
10592_2_12_Pak2439_2003,2439,ERR360460,2003,Asia,South Asia,Pakistan,Blood
10592_2_13_Pak1382_2003,1382,ERR360461,2003,Asia,South Asia,Pakistan,Blood
10592_2_14_Pak200_2003,200,ERR360462,2003,Asia,South Asia,Pakistan,Blood
10592_2_15_Pak20753_2003,20753,ERR360463,2003,Asia,South Asia,Pakistan,Blood
10592_2_16_Pak3163_2003,3163,ERR360464,2003,Asia,South Asia,Pakistan,Blood
10592_2_17_Pak11193_2003,11193,ERR360465,2003,Asia,South Asia,Pakistan,Blood
10592_2_18_Pak6289_2003,6289,ERR360466,2003,Asia,South Asia,Pakistan,Blood
10592_2_19_Pak2064_2003,2064,ERR360467,2003,Asia,South Asia,Pakistan,Blood
10592_2_20_Pak1041_2003,1041,ERR360468,2003,Asia,South Asia,Pakistan,Blood
10592_2_21_Pak4180_2003,4180,ERR360469,2003,Asia,South Asia,Pakistan,Blood
10592_2_22_Pak21801_2003,21801,ERR360470,2003,Asia,South Asia,Pakistan,Blood
10592_2_23_Pak3283_2003,3283,ERR360471,2003,Asia,South Asia,Pakistan,Blood
10592_2_24_Pak10109_2003,10109,ERR360472,2003,Asia,South Asia,Pakistan,Blood
10592_2_25_Pak20911_2003,20911,ERR360473,2003,Asia,South Asia,Pakistan,Blood
10592_2_26_Pak21095_2003,21095,ERR360474,2003,Asia,South Asia,Pakistan,Blood
10592_2_27_Pak21669_2003,21669,ERR360475,2003,Asia,South Asia,Pakistan,Blood
10592_2_28_Pak2176_2003,2176,ERR360476,2003,Asia,South Asia,Pakistan,Blood
10592_2_29_Pak11110_2003,11110,ERR360477,2003,Asia,South Asia,Pakistan,Blood
10592_2_30_Pak2513_2003,2513,ERR360478,2003,Asia,South Asia,Pakistan,Blood
10592_2_31_Pak3164_2003,3164,ERR360479,2003,Asia,South Asia,Pakistan,Blood
10592_2_32_Pak42_2003,42,ERR360480,2003,Asia,South Asia,Pakistan,Blood
10592_2_33_Pak3769_2003,3769,ERR360481,2003,Asia,South Asia,Pakistan,Blood
10592_2_34_Pak7415_2003,7415,ERR360482,2003,Asia,South Asia,Pakistan,Blood
10349_1_66_Pak11299_2011,ERL11299,ERR343314,2011,Asia,South Asia,Pakistan,Stool
10562_2_39_PakMDUST266_2011,MDUST266,ERR357794,2011,Asia,South Asia,Pakistan,Stool
10562_2_62_PakMDUST372_2011,MDUST372,ERR357817,2011,Asia,South Asia,Pakistan,Stool
10562_2_64_PakMDUST374_2011,MDUST374,ERR357819,2011,Asia,South Asia,Pakistan,Stool
10593_2_80_Pal08-7802_2008,08-7802,ERR360693,2008,Asia,Western Asia,Palestine,Not provided
10349_1_80_PhilH12ESR00755-001A_2012,H12ESR00755-001A,ERR343328,2012,Asia,Southeast Asia,Phillipines,Blood
10493_1_10_PhilMDUST129_2011,MDUST129,ERR352435,2011,Asia,Southeast Asia,Phillipines,Blood
10562_2_6_PhilMDUST134_2011,MDUST134,ERR357761,2011,Asia,Southeast Asia,Phillipines,Stool
10349_1_22_SEAsia061748_2006,ERL061748,ERR343270,2006,Asia,Southeast Asia,South-east Asia,Blood
10349_1_45_SEAsia091788_2009,ERL091788,ERR343293,2009,Asia,Southeast Asia,South-east Asia,Blood
10562_2_14_SEAsiaMDUST170_2011,MDUST170,ERR357769,2011,Asia,Southeast Asia,South-east Asia,Stool
10493_1_26_SriLanMDUST174_2011,MDUST174,ERR352451,2011,Asia,South Asia,Sri Lanka,Blood
10592_2_73_SriLanE01-8716_2001,E01-8716  ,ERR360521,2001,Asia,South Asia,Sri Lanka,Not provided
10593_2_10_SriLanE02-2159_2002,E02-2159  ,ERR360623,2002,Asia,South Asia,SriLanka,Not provided
10349_1_58_Tha10338_2010,ERL10338,ERR343306,2010,Asia,Southeast Asia,Thailand,Blood
10493_1_45_ThaMDUST236_2010,MDUST236,ERR352470,2010,Asia,Southeast Asia,Thailand,Blood
10562_2_16_ThaMDUST172_2011,MDUST172,ERR357771,2011,Asia,Southeast Asia,Thailand,Blood
10593_2_11_ThaE02-1687_2002,E02-1687  ,ERR360624,2002,Asia,Southeast Asia,Thailand,Not provided
10593_2_40_TurE97-9141_1997,E97-9141  ,ERR360653,1997,Asia,Western Asia,Turkey,Not provided
10593_2_60_TurE01-0407_2001,E01-0407  ,ERR360673,2001,Asia,Western Asia,Turkey,Not provided
10425_1_1_Viedtc8_1994,dtc8,ERR349331,1994,Asia,Southeast Asia,Vietnam,Blood
10425_1_4_Viedtc86_1994,dtc86,ERR349334,1994,Asia,Southeast Asia,Vietnam,Blood
10425_1_7_Viedtc105_1994,dtc105,ERR349337,1994,Asia,Southeast Asia,Vietnam,Blood
10425_1_8_Viedtc153_1995,dtc153,ERR349338,1995,Asia,Southeast Asia,Vietnam,Blood
10425_1_11_Viedtc174_1995,dtc174,ERR349341,1995,Asia,Southeast Asia,Vietnam,Blood
10425_1_15_Viedn191_1996,dn191,ERR349345,1996,Asia,Southeast Asia,Vietnam,Blood
10425_1_16_Viedn14_1995,dn14,ERR349346,1995,Asia,Southeast Asia,Vietnam,Blood
10425_1_17_Viedtc79_1994,dtc79,ERR349347,1994,Asia,Southeast Asia,Vietnam,Blood
10425_1_18_Viedn63_1995,dn63,ERR349348,1995,Asia,Southeast Asia,Vietnam,Blood
10425_1_19_Viedn121_1996,dn121,ERR349349,1996,Asia,Southeast Asia,Vietnam,Blood
10425_1_20_Viedn136_1996,dn136,ERR349350,1996,Asia,Southeast Asia,Vietnam,Blood
10425_1_21_Viedtc116_1995,dtc116,ERR349351,1995,Asia,Southeast Asia,Vietnam,Blood
10425_1_23_Viedn86_1995,dn86,ERR349353,1995,Asia,Southeast Asia,Vietnam,Blood
10425_1_24_Viedn93_1995,dn93,ERR349354,1995,Asia,Southeast Asia,Vietnam,Blood
10425_1_26_Viedn162_1996,dn162,ERR349356,1996,Asia,Southeast Asia,Vietnam,Blood
10425_1_27_Viedn18_1995,dn18,ERR349357,1995,Asia,Southeast Asia,Vietnam,Blood
10425_1_29_Viedtc103_1994,dtc103,ERR349359,1994,Asia,Southeast Asia,Vietnam,Blood
10425_1_30_Viedn19_1995,dn19,ERR349360,1995,Asia,Southeast Asia,Vietnam,Blood
10425_1_31_Viedn160_1996,dn160,ERR349361,1996,Asia,Southeast Asia,Vietnam,Blood
10425_1_32_Viedtc111_1994,dtc111,ERR349362,1994,Asia,Southeast Asia,Vietnam,Blood
10425_1_33_Viedn189_1996,dn189,ERR349363,1996,Asia,Southeast Asia,Vietnam,Blood
10425_1_34_Viedtc93_1994,dtc93,ERR349364,1994,Asia,Southeast Asia,Vietnam,Blood
10425_1_37_Viedn61_1995,dn61,ERR349367,1995,Asia,Southeast Asia,Vietnam,Blood
10425_1_40_Viect1-7_1993,ct1-7,ERR349370,1993,Asia,Southeast Asia,Vietnam,Blood
10425_1_42_Viect1-40_1994,ct1-40,ERR349372,1994,Asia,Southeast Asia,Vietnam,Blood
10425_1_43_Viedty1-73_1997,dty1-73,ERR349373,1997,Asia,Southeast Asia,Vietnam,Blood
10425_1_45_Viect1-17_1993,ct1-17,ERR349375,1993,Asia,Southeast Asia,Vietnam,Blood
10425_1_46_Vieipt57_1997,ipt57,ERR349376,1997,Asia,Southeast Asia,Vietnam,Blood
10425_1_48_Viety3-193_1997,ty3-193,ERR349378,1997,Asia,Southeast Asia,Vietnam,Blood
10425_1_51_Viect1-3_1993,ct1-3,ERR349381,1993,Asia,Southeast Asia,Vietnam,Blood
10425_1_54_Viety3-214_1997,ty3-214,ERR349384,1997,Asia,Southeast Asia,Vietnam,Blood
10425_1_55_Viect1-102_1994,ct1-102,ERR349385,1994,Asia,Southeast Asia,Vietnam,Blood
10425_1_57_Viect1-34_1994,ct1-34,ERR349387,1994,Asia,Southeast Asia,Vietnam,Blood
10425_1_58_Vieipt41_1997,ipt41,ERR349388,1997,Asia,Southeast Asia,Vietnam,Blood
10425_1_60_Viety1-35_1993,ty1-35,ERR349390,1993,Asia,Southeast Asia,Vietnam,Blood
10425_1_62_Viety2-120_1994,ty2-120,ERR349392,1994,Asia,Southeast Asia,Vietnam,Blood
10425_1_67_Viety2-91_1994,ty2-91,ERR349397,1994,Asia,Southeast Asia,Vietnam,Blood
10425_1_68_Viety2-107_1994,ty2-107,ERR349398,1994,Asia,Southeast Asia,Vietnam,Blood
10425_1_70_Viety2-32_1993,ty2-32,ERR349400,1993,Asia,Southeast Asia,Vietnam,Blood
10425_1_72_Viety2-93_1994,ty2-93,ERR349402,1994,Asia,Southeast Asia,Vietnam,Blood
10425_1_73_Viety2-108_1994,ty2-108,ERR349403,1994,Asia,Southeast Asia,Vietnam,Blood
10425_1_75_Viety1-16_1993,ty1-16,ERR349405,1993,Asia,Southeast Asia,Vietnam,Blood
10425_1_76_Viety2-80_1994,ty2-80,ERR349406,1994,Asia,Southeast Asia,Vietnam,Blood
10425_1_81_Viety2-98_1994,ty2-98,ERR349411,1994,Asia,Southeast Asia,Vietnam,Blood
10425_1_82_Viety2-111_1994,ty2-111,ERR349412,1994,Asia,Southeast Asia,Vietnam,Blood
10425_1_85_Viety2-99_1994,ty2-99,ERR349415,1994,Asia,Southeast Asia,Vietnam,Blood
10425_1_93_Viety2-86_1994,ty2-86,ERR349423,1994,Asia,Southeast Asia,Vietnam,Blood
10425_1_94_Viety1-34_1993,ty1-34,ERR349424,1993,Asia,Southeast Asia,Vietnam,Blood
10425_1_96_Viety2-75_1994,ty2-75,ERR349426,1994,Asia,Southeast Asia,Vietnam,Blood
10426_1_1_Viedtc95_1994,dtc95,ERR349523,1994,Asia,Southeast Asia,Vietnam,Blood
10426_1_2_Viedtc110_1994,dtc110,ERR349524,1994,Asia,Southeast Asia,Vietnam,Blood
10426_1_9_Viedtc139_1995,dtc139,ERR349531,1995,Asia,Southeast Asia,Vietnam,Blood
10426_1_10_Viedtc102_1994,dtc102,ERR349532,1994,Asia,Southeast Asia,Vietnam,Blood
10426_1_11_Viedn163_1996,dn163,ERR349533,1996,Asia,Southeast Asia,Vietnam,Blood
10426_1_12_Viedn45_1995,dn45,ERR349534,1995,Asia,Southeast Asia,Vietnam,Blood
10426_1_13_Viedtc3_1994,dtc3,ERR349535,1994,Asia,Southeast Asia,Vietnam,Blood
10426_1_14_Viedn15_1995,dn15,ERR349536,1995,Asia,Southeast Asia,Vietnam,Blood
10426_1_15_Viedn110_1996,dn110,ERR349537,1996,Asia,Southeast Asia,Vietnam,Blood
10426_1_16_Viedtc150_1995,dtc150,ERR349538,1995,Asia,Southeast Asia,Vietnam,Blood
10426_1_17_Viedtc92_1994,dtc92,ERR349539,1994,Asia,Southeast Asia,Vietnam,Blood
10426_1_19_Viedn10_1995,dn10,ERR349541,1995,Asia,Southeast Asia,Vietnam,Blood
10426_1_21_Viedn109_1996,dn109,ERR349543,1996,Asia,Southeast Asia,Vietnam,Blood
10426_1_23_Viedtc138_1995,dtc138,ERR349545,1995,Asia,Southeast Asia,Vietnam,Blood
10426_1_24_Viedtc69_1994,dtc69,ERR349546,1994,Asia,Southeast Asia,Vietnam,Blood
10426_1_25_Viedn12_1995,dn12,ERR349547,1995,Asia,Southeast Asia,Vietnam,Blood
10426_1_26_Viedn108_1996,dn108,ERR349548,1996,Asia,Southeast Asia,Vietnam,Blood
10426_1_27_Viedn57_1995,dn57,ERR349549,1995,Asia,Southeast Asia,Vietnam,Blood
10426_1_28_Viedtc71_1994,dtc71,ERR349550,1994,Asia,Southeast Asia,Vietnam,Blood
10426_1_29_Viedn20_1995,dn20,ERR349551,1995,Asia,Southeast Asia,Vietnam,Blood
10426_1_30_Viedtc21_1994,dtc21,ERR349552,1994,Asia,Southeast Asia,Vietnam,Blood
10426_1_31_Viedn28_1995,dn28,ERR349553,1995,Asia,Southeast Asia,Vietnam,Blood
10426_1_34_Vieipt43_1997,ipt43,ERR349556,1997,Asia,Southeast Asia,Vietnam,Blood
10426_1_35_Viety2-160_1994,ty2-160,ERR349557,1994,Asia,Southeast Asia,Vietnam,Blood
10426_1_36_Vieipt47_1997,ipt47,ERR349558,1997,Asia,Southeast Asia,Vietnam,Blood
10426_1_37_Viety2-166_1994,ty2-166,ERR349559,1994,Asia,Southeast Asia,Vietnam,Blood
10426_1_38_Viect1-45_1994,ct1-45,ERR349560,1994,Asia,Southeast Asia,Vietnam,Blood
10426_1_40_Viedty1-75_1997,dty1-75,ERR349562,1997,Asia,Southeast Asia,Vietnam,Blood
10426_1_41_Viety2-170_1995,ty2-170,ERR349563,1995,Asia,Southeast Asia,Vietnam,Blood
10426_1_42_Viety3-253_1998,ty3-253,ERR349564,1998,Asia,Southeast Asia,Vietnam,Blood
10426_1_43_Vieas16_1998,as16,ERR349565,1998,Asia,Southeast Asia,Vietnam,Blood
10426_1_47_Vieipt79_1997,ipt79,ERR349568,1997,Asia,Southeast Asia,Vietnam,Blood
10426_1_48_Viedty1-86_1997,dty1-86,ERR349569,1997,Asia,Southeast Asia,Vietnam,Blood
10426_1_49_Viect1-23_1993,ct1-23,ERR349570,1993,Asia,Southeast Asia,Vietnam,Blood
10426_1_50_Vieipt76_1997,ipt76,ERR349571,1997,Asia,Southeast Asia,Vietnam,Blood
10426_1_51_Viedty1-88_1997,dty1-88,ERR349572,1997,Asia,Southeast Asia,Vietnam,Blood
10426_1_52_Viety3-212_1997,ty3-212,ERR349573,1997,Asia,Southeast Asia,Vietnam,Blood
10426_1_54_Vieas257_1999,as257,ERR349575,1999,Asia,Southeast Asia,Vietnam,Blood
10426_1_55_Viedty1-89_1997,dty1-89,ERR349576,1997,Asia,Southeast Asia,Vietnam,Blood
10426_1_57_Viect1-65_1994,ct1-65,ERR349578,1994,Asia,Southeast Asia,Vietnam,Blood
10426_1_58_Viedty1-46_1995,dty1-46,ERR349579,1995,Asia,Southeast Asia,Vietnam,Blood
10426_1_59_Viedty1-91_1997,dty1-91,ERR349580,1997,Asia,Southeast Asia,Vietnam,Blood
10426_1_60_Viedty1-58_1995,dty1-58,ERR349581,1995,Asia,Southeast Asia,Vietnam,Blood
10426_1_61_Viedty1-93_1997,dty1-93,ERR349582,1997,Asia,Southeast Asia,Vietnam,Blood
10426_1_62_Viect1-33_1994,ct1-33,ERR349583,1994,Asia,Southeast Asia,Vietnam,Blood
10426_1_63_Viedty1-67_1995,dty1-67,ERR349584,1995,Asia,Southeast Asia,Vietnam,Blood
10426_1_64_Viety3-215_1997,ty3-215,ERR349585,1997,Asia,Southeast Asia,Vietnam,Blood
10426_1_67_Viety2-76_1994,ty2-76,ERR349588,1994,Asia,Southeast Asia,Vietnam,Blood
10426_1_69_Viety2-17_1993,ty2-17,ERR349590,1993,Asia,Southeast Asia,Vietnam,Blood
10426_1_70_Viety2-90_1994,ty2-90,ERR349591,1994,Asia,Southeast Asia,Vietnam,Blood
10426_1_71_Viety2-139_1994,ty2-139,ERR349592,1994,Asia,Southeast Asia,Vietnam,Blood
10426_1_72_Viety2-123_1994,ty2-123,ERR349593,1994,Asia,Southeast Asia,Vietnam,Blood
10426_1_74_Viety2-144_1994,ty2-144,ERR349595,1994,Asia,Southeast Asia,Vietnam,Blood
10426_1_76_Viety2-146_1994,ty2-146,ERR349597,1994,Asia,Southeast Asia,Vietnam,Blood
10426_1_78_Viety2-100_1994,ty2-100,ERR349599,1994,Asia,Southeast Asia,Vietnam,Blood
10426_1_79_Viety2-114_1994,ty2-114,ERR349600,1994,Asia,Southeast Asia,Vietnam,Blood
10426_1_80_Viety2-131_1994,ty2-131,ERR349601,1994,Asia,Southeast Asia,Vietnam,Blood
10426_1_81_Viety2-71_1994,ty2-71,ERR349602,1994,Asia,Southeast Asia,Vietnam,Blood
10426_1_82_Viety2-101_1994,ty2-101,ERR349603,1994,Asia,Southeast Asia,Vietnam,Blood
10426_1_83_Viety2-115_1994,ty2-115,ERR349604,1994,Asia,Southeast Asia,Vietnam,Blood
10426_1_84_Viety2-132_1994,ty2-132,ERR349605,1994,Asia,Southeast Asia,Vietnam,Blood
10426_1_85_Viety2-150_1994,ty2-150,ERR349606,1994,Asia,Southeast Asia,Vietnam,Blood
10426_1_88_Viety2-153_1994,ty2-153,ERR349609,1994,Asia,Southeast Asia,Vietnam,Blood
10426_1_92_Viety2-103_1994,ty2-103,ERR349613,1994,Asia,Southeast Asia,Vietnam,Blood
10426_1_94_Viety2-134_1994,ty2-134,ERR349615,1994,Asia,Southeast Asia,Vietnam,Blood
10426_1_95_Viety2-104_1994,ty2-104,ERR349616,1994,Asia,Southeast Asia,Vietnam,Blood
10426_1_96_Viety2-155_1994,ty2-155,ERR349617,1994,Asia,Southeast Asia,Vietnam,Blood
10540_1_8_Viedn51_1995,dn51,ERR352605,1995,Asia,Southeast Asia,Vietnam,Blood
10540_1_9_Viedn17_1995,dn17,ERR352606,1995,Asia,Southeast Asia,Vietnam,Blood
10540_1_10_Viedn40_1995,dn40,ERR352607,1995,Asia,Southeast Asia,Vietnam,Blood
10540_1_11_Viedtc84_1994,dtc84,ERR352608,1994,Asia,Southeast Asia,Vietnam,Blood
10540_1_12_Viedn126_1996,dn126,ERR352609,1996,Asia,Southeast Asia,Vietnam,Blood
10540_1_14_Viedtc81_1994,dtc81,ERR352611,1994,Asia,Southeast Asia,Vietnam,Blood
10540_1_15_Viedn192_1996,dn192,ERR352612,1996,Asia,Southeast Asia,Vietnam,Blood
10540_1_16_Viedn152_1996,dn152,ERR352613,1996,Asia,Southeast Asia,Vietnam,Blood
10540_1_17_Viedtc76_1994,dtc76,ERR352614,1994,Asia,Southeast Asia,Vietnam,Blood
10540_1_18_Viedn95_1995,dn95,ERR352615,1995,Asia,Southeast Asia,Vietnam,Blood
10540_1_19_Viedn182_1996,dn182,ERR352616,1996,Asia,Southeast Asia,Vietnam,Blood
10540_1_20_Viedtc109_1994,dtc109,ERR352617,1994,Asia,Southeast Asia,Vietnam,Blood
10540_1_21_Viedn38_1995,dn38,ERR352618,1995,Asia,Southeast Asia,Vietnam,Blood
10540_1_22_Viedn122_1996,dn122,ERR352619,1996,Asia,Southeast Asia,Vietnam,Blood
10540_1_23_Viedn154_1996,dn154,ERR352620,1996,Asia,Southeast Asia,Vietnam,Blood
10540_1_24_Viedn67_1995,dn67,ERR352621,1995,Asia,Southeast Asia,Vietnam,Blood
10540_1_26_Viedn174_1996,dn174,ERR352623,1996,Asia,Southeast Asia,Vietnam,Blood
10540_1_27_Viedn145_1996,dn145,ERR352624,1996,Asia,Southeast Asia,Vietnam,Blood
10540_1_28_Viedn56_1995,dn56,ERR352625,1995,Asia,Southeast Asia,Vietnam,Blood
10540_1_29_Viedtc115_1995,dtc115,ERR352626,1995,Asia,Southeast Asia,Vietnam,Blood
10540_1_30_Viedn113_1996,dn113,ERR352627,1996,Asia,Southeast Asia,Vietnam,Blood
10540_1_31_Viedn26_1995,dn26,ERR352628,1995,Asia,Southeast Asia,Vietnam,Blood
10540_1_32_Viedn137_1996,dn137,ERR352629,1996,Asia,Southeast Asia,Vietnam,Blood
10540_1_34_Viedn178_1996,dn178,ERR352631,1996,Asia,Southeast Asia,Vietnam,Blood
10540_1_35_Viedn22_1995,dn22,ERR352632,1995,Asia,Southeast Asia,Vietnam,Blood
10540_1_36_Viedn89_1995,dn89,ERR352633,1995,Asia,Southeast Asia,Vietnam,Blood
10540_1_38_Viedtc80_1994,dtc80,ERR352635,1994,Asia,Southeast Asia,Vietnam,Blood
10540_1_39_Viedn21_1995,dn21,ERR352636,1995,Asia,Southeast Asia,Vietnam,Blood
10540_1_40_Viedn176_1996,dn176,ERR352637,1996,Asia,Southeast Asia,Vietnam,Blood
10540_1_41_Viedn148_1996,dn148,ERR352638,1996,Asia,Southeast Asia,Vietnam,Blood
10540_1_42_Viedn149_1996,dn149,ERR352639,1996,Asia,Southeast Asia,Vietnam,Blood
10540_1_43_Viedn123_1996,dn123,ERR352640,1996,Asia,Southeast Asia,Vietnam,Blood
10540_1_44_Viedtc57_1994,dtc57,ERR352641,1994,Asia,Southeast Asia,Vietnam,Blood
10540_1_45_Viedtc90_1994,dtc90,ERR352642,1994,Asia,Southeast Asia,Vietnam,Blood
10540_1_46_Viety3-201_1997,ty3-201,ERR352643,1997,Asia,Southeast Asia,Vietnam,Blood
